FIPS,Location,County,State,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
40101,"Muskogee County, Oklahoma",Muskogee,Oklahoma,114,152.96,1.95,-16.00,5.3,93.52
40103,"Noble County, Oklahoma",Noble,Oklahoma,69.5,96.19,1.34,-33.85,5.43,115.24
40105,"Nowata County, Oklahoma",Nowata,Oklahoma,66.6,85.89,1.59,-23.42,5.83,116.66
40107,"Okfuskee County, Oklahoma",Okfuskee,Oklahoma,80.5,133.92,1.54,-33.54,4.76,109.23
40109,"Oklahoma County, Oklahoma",Oklahoma,Oklahoma,77.8,82.87,1.38,-31.38,5.59,117.55
4011,"Greenlee County, Arizona",Greenlee,Arizona,55,-9.76,0.95,-64.98,4.86,56.99
40111,"Okmulgee County, Oklahoma",Okmulgee,Oklahoma,73,91.04,1.41,-37.36,4.65,89.87
40113,"Osage County, Oklahoma",Osage,Oklahoma,61.7,84.61,1.35,-27.23,5.62,115.67
40115,"Ottawa County, Oklahoma",Ottawa,Oklahoma,91.6,108.1,1.1,-32.24,5.71,93.21
40117,"Pawnee County, Oklahoma",Pawnee,Oklahoma,76.3,121.33,1.39,-23.63,5.05,115.41
40119,"Payne County, Oklahoma",Payne,Oklahoma,71.6,136.29,1.21,-32.80,5.2,119.19
4012,"La Paz County, Arizona",La Paz,Arizona,45,-15.64,0.92,-67.35,4.03,48.03
40121,"Pittsburg County, Oklahoma",Pittsburg,Oklahoma,85.5,152.25,1.18,-36.37,3.8,76.7
40123,"Pontotoc County, Oklahoma",Pontotoc,Oklahoma,84.9,120.12,1.09,-38.13,4.94,99.83
40125,"Pottawatomie County, Oklahoma",Pottawatomie,Oklahoma,100,163.61,1.21,-28.64,5.51,128.11
40127,"Pushmataha County, Oklahoma",Pushmataha,Oklahoma,71.2,76.82,1.06,-39.36,3.16,63.08
40129,"Roger Mills County, Oklahoma",Roger Mills,Oklahoma,68.1,110.71,1.04,-44.49,3.99,99.23
4013,"Maricopa County, Arizona",Maricopa,Arizona,51.2,-4.32,1.04,-66.77,4.76,65.01
40131,"Rogers County, Oklahoma",Rogers,Oklahoma,73.1,99.26,1.05,-31.77,5.16,99.3
40133,"Seminole County, Oklahoma",Seminole,Oklahoma,90.9,156.2,1.33,-31.56,4.6,100.25
40135,"Sequoyah County, Oklahoma",Sequoyah,Oklahoma,76.1,96.48,1.27,-31.46,4.86,83.46
40137,"Stephens County, Oklahoma",Stephens,Oklahoma,80.3,102.19,1.39,-35.26,4.12,88.96
40139,"Texas County, Oklahoma",Texas,Oklahoma,67.7,46.65,1.24,-49.97,4.55,84.27
40141,"Tillman County, Oklahoma",Tillman,Oklahoma,85.2,136.87,1.47,-35.00,4.15,94.95
40143,"Tulsa County, Oklahoma",Tulsa,Oklahoma,68.4,66.11,1.27,-25.59,6.04,114.37
40145,"Wagoner County, Oklahoma",Wagoner,Oklahoma,73.7,139.02,1.34,-15.97,5,112.5
40147,"Washington County, Oklahoma",Washington,Oklahoma,63.8,87.1,1.32,-25.41,5.3,120.45
40149,"Washita County, Oklahoma",Washita,Oklahoma,73,131.65,1.4,-18.00,4.69,135.93
4015,"Mohave County, Arizona",Mohave,Arizona,71.9,27.19,1.11,-56.03,4.58,55.87
40151,"Woods County, Oklahoma",Woods,Oklahoma,69.5,101.6,1.87,-29.45,5.64,127.45
40153,"Woodward County, Oklahoma",Woodward,Oklahoma,78.7,141.55,1.41,-25.43,5.24,135.61
4017,"Navajo County, Arizona",Navajo,Arizona,50.9,21.63,1.12,-60.30,6.74,77.23
4019,"Pima County, Arizona",Pima,Arizona,49.9,-19.55,1.28,-72.56,5.13,70.78
4021,"Pinal County, Arizona",Pinal,Arizona,50.2,-24.15,1.07,-70.98,4.66,42.94
4023,"Santa Cruz County, Arizona",Santa Cruz,Arizona,30.1,-25.42,0.95,-75.48,4.41,73.45
4025,"Yavapai County, Arizona",Yavapai,Arizona,56.8,0.49,1.36,-63.81,4.7,72.37
4027,"Yuma County, Arizona",Yuma,Arizona,45,-15.64,0.92,-67.35,4.03,48.03
41001,"Baker County, Oregon",Baker,Oregon,70.4,38.65,1.36,-52.13,5.72,123.58
41003,"Benton County, Oregon",Benton,Oregon,39.5,-1.62,0.86,-59.47,5.93,119.06
41005,"Clackamas County, Oregon",Clackamas,Oregon,47.2,12.5,1.28,-56.93,6.38,123.86
41007,"Clatsop County, Oregon",Clatsop,Oregon,51.9,17.92,1.4,-46.91,5.72,134.66
41009,"Columbia County, Oregon",Columbia,Oregon,64.9,29.91,1.4,-48.45,6.17,132.07
41011,"Coos County, Oregon",Coos,Oregon,69.9,45.65,1.68,-44.39,6.02,114.56
41013,"Crook County, Oregon",Crook,Oregon,70.6,49.77,2.18,-44.92,6.22,113.87
41015,"Curry County, Oregon",Curry,Oregon,60.5,55.63,1.33,-49.31,5.44,127.97
41017,"Deschutes County, Oregon",Deschutes,Oregon,52.7,14.61,1.16,-61.40,7.72,118.11
41019,"Douglas County, Oregon",Douglas,Oregon,68.5,29.89,1.65,-50.75,6.25,123.58
41021,"Gilliam County, Oregon",Gilliam,Oregon,49.8,13.03,1.39,-55.25,4.81,98.18
41023,"Grant County, Oregon",Grant,Oregon,62.9,32.39,1.74,-47.47,5.12,103.92
41025,"Harney County, Oregon",Harney,Oregon,76,17.22,1.62,-52.84,6.08,92.69
41027,"Hood River County, Oregon",Hood River,Oregon,46.8,3.95,1.22,-54.33,5.68,122.63
41029,"Jackson County, Oregon",Jackson,Oregon,59.7,39.59,1.45,-48.63,5.84,130.62
41031,"Jefferson County, Oregon",Jefferson,Oregon,68.8,47.42,1.74,-46.18,8.41,150.74
41033,"Josephine County, Oregon",Josephine,Oregon,65.6,47.79,1.38,-53.60,6.72,141.64
41035,"Klamath County, Oregon",Klamath,Oregon,77.4,55.68,2.03,-51.71,7.52,137.43
41037,"Lake County, Oregon",Lake,Oregon,64.3,39.31,1.38,-53.19,5.37,121.52
41039,"Lane County, Oregon",Lane,Oregon,60,30.48,1.62,-44.33,6.68,142.79
41041,"Lincoln County, Oregon",Lincoln,Oregon,66,56.25,1.45,-49.05,6.28,128.72
41043,"Linn County, Oregon",Linn,Oregon,61.3,45.72,1.7,-42.29,8.07,155.55
41045,"Malheur County, Oregon",Malheur,Oregon,66.2,47.34,1.31,-49.72,5.49,123.72
41047,"Marion County, Oregon",Marion,Oregon,54.7,34.03,1.45,-43.06,6.49,129.34
41049,"Morrow County, Oregon",Morrow,Oregon,59.1,22.3,1.34,-54.14,5.39,107.84
41051,"Multnomah County, Oregon",Multnomah,Oregon,53.9,12.07,1.39,-57.83,6.4,120.87
41053,"Polk County, Oregon",Polk,Oregon,44.5,28.6,1.14,-50.19,5.58,138.47
41055,"Sherman County, Oregon",Sherman,Oregon,50.6,18.7,1.23,-58.57,4.4,100.87
41057,"Tillamook County, Oregon",Tillamook,Oregon,65.1,36.02,1.87,-45.72,5.84,132.43
41059,"Umatilla County, Oregon",Umatilla,Oregon,63.6,22.17,1.76,-45.02,5.98,117.33
41061,"Union County, Oregon",Union,Oregon,66.7,18.77,1.27,-49.67,5.44,110.18
41063,"Wallowa County, Oregon",Wallowa,Oregon,43.3,11.85,1.28,-53.52,4.39,98.55
41065,"Wasco County, Oregon",Wasco,Oregon,71.3,42.39,1.74,-45.22,5.79,120.65
41067,"Washington County, Oregon",Washington,Oregon,38.1,-8.51,1.14,-52.13,5.89,139.6
41069,"Wheeler County, Oregon",Wheeler,Oregon,61.1,26.56,1.58,-53.72,5.09,111.7
41071,"Yamhill County, Oregon",Yamhill,Oregon,50.7,22.42,1.27,-50.00,6.96,158.94
42001,"Adams County, Pennsylvania",Adams,Pennsylvania,46.6,29.53,0.98,-33.62,4.81,121.89
42003,"Allegheny County, Pennsylvania",Allegheny,Pennsylvania,48.8,27.82,0.96,-30.63,5.39,128.32
42005,"Armstrong County, Pennsylvania",Armstrong,Pennsylvania,56.6,41.24,0.86,-41.91,4.51,112.52
42007,"Beaver County, Pennsylvania",Beaver,Pennsylvania,53.1,45.52,1.08,-30.45,5.81,131.61
42009,"Bedford County, Pennsylvania",Bedford,Pennsylvania,43.9,4.23,0.62,-52.38,4.9,104.63
42011,"Berks County, Pennsylvania",Berks,Pennsylvania,47.6,28.73,1.43,-45.18,5.58,147.02
42013,"Blair County, Pennsylvania",Blair,Pennsylvania,55.7,23.67,0.79,-41.20,5.25,127.59
42015,"Bradford County, Pennsylvania",Bradford,Pennsylvania,62.9,31.9,0.89,-42.98,7.45,123.73
42017,"Bucks County, Pennsylvania",Bucks,Pennsylvania,48.7,15.04,0.81,-35.60,6.28,152.71
42019,"Butler County, Pennsylvania",Butler,Pennsylvania,56.7,47.58,0.8,-37.52,6,145.68
42021,"Cambria County, Pennsylvania",Cambria,Pennsylvania,51.3,-11.64,0.66,-50.12,5.17,108.1
42023,"Cameron County, Pennsylvania",Cameron,Pennsylvania,53.4,22.42,0.82,-49.39,4.31,88.16
42025,"Carbon County, Pennsylvania",Carbon,Pennsylvania,51.2,-19.04,0.9,-38.99,3.41,100.48
42027,"Centre County, Pennsylvania",Centre,Pennsylvania,42.7,1.57,0.75,-51.79,4.92,107.13
42029,"Chester County, Pennsylvania",Chester,Pennsylvania,40.4,-2.37,0.6,-53.19,5.97,157.82
42031,"Clarion County, Pennsylvania",Clarion,Pennsylvania,62.6,50.67,1.21,-38.16,4.83,113.85
42033,"Clearfield County, Pennsylvania",Clearfield,Pennsylvania,62.1,23.64,0.88,-43.54,4.84,112.32
42035,"Clinton County, Pennsylvania",Clinton,Pennsylvania,54.6,12.61,0.98,-47.33,4.65,85.63
42037,"Columbia County, Pennsylvania",Columbia,Pennsylvania,47.3,-9.08,0.76,-48.69,4.03,78.7
42039,"Crawford County, Pennsylvania",Crawford,Pennsylvania,62.8,48.42,0.87,-41.34,6.2,102.89
42041,"Cumberland County, Pennsylvania",Cumberland,Pennsylvania,48,16.13,0.78,-40.67,5.05,109.05
42043,"Dauphin County, Pennsylvania",Dauphin,Pennsylvania,43.4,-5.94,0.91,-40.57,4.71,105.71
42045,"Delaware County, Pennsylvania",Delaware,Pennsylvania,53.6,24.72,0.99,-24.98,7.33,198.73
42047,"Elk County, Pennsylvania",Elk,Pennsylvania,53.1,36.57,0.86,-45.82,4.18,91.99
42049,"Erie County, Pennsylvania",Erie,Pennsylvania,59.4,46.28,0.86,-38.62,6.3,111.5
42051,"Fayette County, Pennsylvania",Fayette,Pennsylvania,61.8,35.69,1.06,-38.46,5.36,109.3
42053,"Forest County, Pennsylvania",Forest,Pennsylvania,69.1,48.8,1.34,-29.15,6.18,126.35
42055,"Franklin County, Pennsylvania",Franklin,Pennsylvania,50.7,25.91,0.97,-30.82,6.04,143.06
42057,"Fulton County, Pennsylvania",Fulton,Pennsylvania,41.9,4.8,0.8,-45.74,5.48,119.06
42059,"Greene County, Pennsylvania",Greene,Pennsylvania,79.4,86.21,0.82,-41.52,4.75,119.52
42061,"Huntingdon County, Pennsylvania",Huntingdon,Pennsylvania,49.9,14.17,0.9,-43.41,5.38,120
42063,"Indiana County, Pennsylvania",Indiana,Pennsylvania,43.3,1.83,0.72,-44.04,4.89,106.94
42065,"Jefferson County, Pennsylvania",Jefferson,Pennsylvania,60.8,37.47,0.88,-44.70,5.58,107.64
42067,"Juniata County, Pennsylvania",Juniata,Pennsylvania,46.8,3.25,0.87,-47.49,4.26,93.32
42069,"Lackawanna County, Pennsylvania",Lackawanna,Pennsylvania,56.5,-4.76,1.17,-29.90,5.25,117.03
42071,"Lancaster County, Pennsylvania",Lancaster,Pennsylvania,43.3,16.37,0.77,-43.87,5.4,145.95
42073,"Lawrence County, Pennsylvania",Lawrence,Pennsylvania,54.8,74.05,0.81,-40.83,6.7,125.85
42075,"Lebanon County, Pennsylvania",Lebanon,Pennsylvania,49.7,14.85,0.9,-36.06,5.25,147.5
42077,"Lehigh County, Pennsylvania",Lehigh,Pennsylvania,42.2,26.49,0.89,-36.90,4.42,136.36
42079,"Luzerne County, Pennsylvania",Luzerne,Pennsylvania,50.9,-47.21,1.11,-41.13,3.84,76.34
42081,"Lycoming County, Pennsylvania",Lycoming,Pennsylvania,57.8,26,1.41,-37.15,4.98,102.8
42083,"McKean County, Pennsylvania",McKean,Pennsylvania,67.9,53.64,0.92,-42.41,4.61,89.08
42085,"Mercer County, Pennsylvania",Mercer,Pennsylvania,56.4,53.14,0.98,-38.70,5.76,116.82
42087,"Mifflin County, Pennsylvania",Mifflin,Pennsylvania,60.2,49.64,1.48,-34.04,4.8,126.64
42089,"Monroe County, Pennsylvania",Monroe,Pennsylvania,52,7.41,1.22,-31.40,4.55,102.85
42091,"Montgomery County, Pennsylvania",Montgomery,Pennsylvania,43.3,14.33,0.79,-39.18,6.5,161.45
42093,"Montour County, Pennsylvania",Montour,Pennsylvania,51,18.2,1.07,-42.97,5.89,107.41
42095,"Northampton County, Pennsylvania",Northampton,Pennsylvania,40,-0.11,0.9,-37.99,5.36,132.12
42097,"Northumberland County, Pennsylvania",Northumberland,Pennsylvania,54.4,-13.59,0.81,-46.70,4.5,105.48
42099,"Perry County, Pennsylvania",Perry,Pennsylvania,54.2,14.98,0.89,-42.12,4.72,104.4
42101,"Philadelphia County, Pennsylvania",Philadelphia,Pennsylvania,50,15.14,2.1,-18.01,5.73,118.73
42103,"Pike County, Pennsylvania",Pike,Pennsylvania,38.9,-12.08,0.81,-49.47,3.9,83.81
42105,"Potter County, Pennsylvania",Potter,Pennsylvania,58.7,19.63,0.93,-46.32,5.09,89.31
42107,"Schuylkill County, Pennsylvania",Schuylkill,Pennsylvania,58.9,-49.67,0.93,-43.29,3.85,101.07
42109,"Snyder County, Pennsylvania",Snyder,Pennsylvania,47.1,13.39,0.95,-42.54,4.95,103.2
42111,"Somerset County, Pennsylvania",Somerset,Pennsylvania,54.1,2.44,0.76,-48.43,5.48,113.58
42113,"Sullivan County, Pennsylvania",Sullivan,Pennsylvania,58,10.95,1.01,-48.48,4.54,77.94
42115,"Susquehanna County, Pennsylvania",Susquehanna,Pennsylvania,59.4,26.1,1.14,-39.03,5.04,88.76
42117,"Tioga County, Pennsylvania",Tioga,Pennsylvania,58.1,31.62,0.92,-40.11,6.3,111.56
42119,"Union County, Pennsylvania",Union,Pennsylvania,38.8,-4.44,0.98,-45.80,4.97,102.93
42121,"Venango County, Pennsylvania",Venango,Pennsylvania,64.7,24.2,1.23,-43.07,6.25,108.21
42123,"Warren County, Pennsylvania",Warren,Pennsylvania,60.2,39.66,0.77,-46.10,5.4,90.57
42125,"Washington County, Pennsylvania",Washington,Pennsylvania,58,39.65,0.85,-43.08,5.24,117.44
42127,"Wayne County, Pennsylvania",Wayne,Pennsylvania,49.2,13.28,1.18,-36.67,4.99,96.82
42129,"Westmoreland County, Pennsylvania",Westmoreland,Pennsylvania,49.9,33.74,0.87,-40.21,5.08,103.51
42131,"Wyoming County, Pennsylvania",Wyoming,Pennsylvania,51.1,11.17,0.91,-46.36,4.03,84.47
42133,"York County, Pennsylvania",York,Pennsylvania,46.1,30.2,0.93,-35.83,5.21,131.65
44001,"Bristol County, Rhode Island",Bristol,Rhode Island,39.7,9.37,0.61,-58.73,5.35,133.66
44003,"Kent County, Rhode Island",Kent,Rhode Island,54.6,52.86,0.62,-50.20,4.96,139.66
44005,"Newport County, Rhode Island",Newport,Rhode Island,39.2,25.81,0.49,-59.27,5.79,162.78
44007,"Providence County, Rhode Island",Providence,Rhode Island,46.8,31.33,0.82,-53.09,5.62,152.64
44009,"Washington County, Rhode Island",Washington,Rhode Island,47.9,27.19,0.68,-52.00,5.8,154.47
45001,"Abbeville County, South Carolina",Abbeville,South Carolina,59.2,78.1,1.26,-34.28,6.7,124.87
45003,"Aiken County, South Carolina",Aiken,South Carolina,62.3,45.96,1.41,-25.60,6.86,95.54
45005,"Allendale County, South Carolina",Allendale,South Carolina,55.4,84.5,3.16,-5.39,6.89,134.11
45007,"Anderson County, South Carolina",Anderson,South Carolina,75.8,95.8,1.54,-25.62,8.5,145.18
45009,"Bamberg County, South Carolina",Bamberg,South Carolina,54,56.58,2.18,-20.14,6.19,100.51
45011,"Barnwell County, South Carolina",Barnwell,South Carolina,74.2,118.65,2.02,-1.33,6.9,132.05
45013,"Beaufort County, South Carolina",Beaufort,South Carolina,35.3,16.61,1.03,-48.99,5.23,84.54
45015,"Berkeley County, South Carolina",Berkeley,South Carolina,71.2,49.61,1.55,-30.66,7.84,90.28
45017,"Calhoun County, South Carolina",Calhoun,South Carolina,48.6,51.53,2.09,-32.31,7.5,106.13
45019,"Charleston County, South Carolina",Charleston,South Carolina,52.1,25.14,1.26,-43.82,6.59,68.09
45021,"Cherokee County, South Carolina",Cherokee,South Carolina,84.6,107.64,1.83,-25.83,5.4,85.93
45023,"Chester County, South Carolina",Chester,South Carolina,77.9,106.37,2.2,-29.93,5.96,91.01
45025,"Chesterfield County, South Carolina",Chesterfield,South Carolina,74.7,113.52,1.97,-26.10,6.93,98.66
45027,"Clarendon County, South Carolina",Clarendon,South Carolina,52.7,64.24,2.02,-35.33,6.69,92.18
45029,"Colleton County, South Carolina",Colleton,South Carolina,77.9,80.61,2.03,-24.71,7.05,99.64
45031,"Darlington County, South Carolina",Darlington,South Carolina,89,116.59,2.85,-20.04,8.51,111.58
45033,"Dillon County, South Carolina",Dillon,South Carolina,78.4,77.27,2.36,-25.64,9.08,96.4
45035,"Dorchester County, South Carolina",Dorchester,South Carolina,61.9,36.35,1.56,-25.85,6.56,82.41
45037,"Edgefield County, South Carolina",Edgefield,South Carolina,54.4,36.42,1.38,-51.96,4.91,55.56
45039,"Fairfield County, South Carolina",Fairfield,South Carolina,61,37.97,2.46,-36.77,6.49,74.29
45041,"Florence County, South Carolina",Florence,South Carolina,76.6,108.97,2.58,-21.76,11.1,142.25
45043,"Georgetown County, South Carolina",Georgetown,South Carolina,53.9,58.12,1.33,-42.08,6.64,85.15
45045,"Greenville County, South Carolina",Greenville,South Carolina,59.1,50.15,1.29,-39.19,7.21,123.97
45047,"Greenwood County, South Carolina",Greenwood,South Carolina,57.9,70.58,1.35,-29.56,6.78,101.82
45049,"Hampton County, South Carolina",Hampton,South Carolina,59.4,57.39,2.3,-18.76,6.12,107.71
45051,"Horry County, South Carolina",Horry,South Carolina,66.1,88.1,1.07,-43.38,6.88,84.42
45053,"Jasper County, South Carolina",Jasper,South Carolina,49,40.26,1.53,-45.97,5.69,95.11
45055,"Kershaw County, South Carolina",Kershaw,South Carolina,66,87.03,1.65,-30.79,6.29,95.19
45057,"Lancaster County, South Carolina",Lancaster,South Carolina,66.3,82.66,1.26,-35.64,6.2,99.18
45059,"Laurens County, South Carolina",Laurens,South Carolina,84.5,149.84,1.55,-21.11,7.29,138.33
45061,"Lee County, South Carolina",Lee,South Carolina,69.6,112.54,2.96,-7.74,7.33,140.57
45063,"Lexington County, South Carolina",Lexington,South Carolina,60.2,32.27,1.32,-18.29,6.83,100.56
45065,"McCormick County, South Carolina",McCormick,South Carolina,44.8,32.16,1.56,-50.14,5.83,90.72
45067,"Marion County, South Carolina",Marion,South Carolina,71.4,101.62,2.52,-19.58,8.51,121.37
45069,"Marlboro County, South Carolina",Marlboro,South Carolina,92.2,151.14,2.92,-12.45,9.61,121.44
45071,"Newberry County, South Carolina",Newberry,South Carolina,59.9,61.86,1.51,-27.71,5.67,94.42
45073,"Oconee County, South Carolina",Oconee,South Carolina,66.8,88.66,1.18,-44.96,5.86,113.38
45075,"Orangeburg County, South Carolina",Orangeburg,South Carolina,60.5,67,2.96,-5.02,7.06,113.98
45077,"Pickens County, South Carolina",Pickens,South Carolina,74.8,148.33,1.18,-28.85,8.19,156.66
45079,"Richland County, South Carolina",Richland,South Carolina,46.9,4.74,1.66,-34.25,6.43,78.03
45081,"Saluda County, South Carolina",Saluda,South Carolina,53.1,56.21,1.42,-38.62,5.64,85.46
45083,"Spartanburg County, South Carolina",Spartanburg,South Carolina,82.2,110.8,1.48,-33.05,7.68,134.42
45085,"Sumter County, South Carolina",Sumter,South Carolina,68.6,95.38,2.22,-20.96,7.34,98.07
45087,"Union County, South Carolina",Union,South Carolina,90.9,172.64,1.92,-16.70,6.95,130.47
45089,"Williamsburg County, South Carolina",Williamsburg,South Carolina,54,70.32,2.95,-13.67,7.9,125.27
45091,"York County, South Carolina",York,South Carolina,69.7,80.34,1.6,-46.47,6.8,93.33
46003,"Aurora County, South Dakota",Aurora,South Dakota,45.2,17.67,1.09,-55.82,3.61,90.69
46005,"Beadle County, South Dakota",Beadle,South Dakota,50,53.52,1.34,-44.97,5.32,129.2
46007,"Bennett County, South Dakota",Bennett,South Dakota,69.4,29.08,1.67,-55.22,8.46,134.72
46009,"Bon Homme County, South Dakota",Bon Homme,South Dakota,40.8,30.7,1.07,-53.26,3.91,107.56
46011,"Brookings County, South Dakota",Brookings,South Dakota,44.8,71.06,1.12,-48.38,5.31,138.43
46013,"Brown County, South Dakota",Brown,South Dakota,52.3,86.06,1.2,-41.68,4.94,127.67
46015,"Brule County, South Dakota",Brule,South Dakota,52.1,54.13,1.21,-50.32,4.51,128.31
46017,"Buffalo County, South Dakota",Buffalo,South Dakota,100,77.02,2.24,-46.27,12.4,137.49
46019,"Butte County, South Dakota",Butte,South Dakota,68.2,46.49,1.34,-51.50,4.53,97.65
46021,"Campbell County, South Dakota",Campbell,South Dakota,30.4,10.11,0.98,-61.90,3.95,92.34
46023,"Charles Mix County, South Dakota",Charles Mix,South Dakota,50.6,24.88,1.36,-55.11,4.88,104.39
46025,"Clark County, South Dakota",Clark,South Dakota,48.5,63.68,1.2,-49.17,3.92,107.85
46027,"Clay County, South Dakota",Clay,South Dakota,53.4,63.84,1.55,-45.38,5.66,134.76
46029,"Codington County, South Dakota",Codington,South Dakota,53.5,76.95,1.72,-41.41,4.15,99.35
46031,"Corson County, South Dakota",Corson,South Dakota,54.4,39.18,1.66,-56.27,7.36,118.79
46033,"Custer County, South Dakota",Custer,South Dakota,53.8,-0.59,1.46,-54.63,6.05,97.17
46035,"Davison County, South Dakota",Davison,South Dakota,48.1,21.97,1.2,-53.23,4.1,99.89
46037,"Day County, South Dakota",Day,South Dakota,50.6,72.74,1.31,-46.91,4.41,113.01
46039,"Deuel County, South Dakota",Deuel,South Dakota,44.7,75.91,1.1,-56.92,4.24,102.51
46041,"Dewey County, South Dakota",Dewey,South Dakota,73.6,57.01,1.84,-50.58,11.1,151.85
46043,"Douglas County, South Dakota",Douglas,South Dakota,49.8,31.06,1.19,-52.74,3.56,99.39
46045,"Edmunds County, South Dakota",Edmunds,South Dakota,41,75.11,1.15,-51.26,4.03,124.15
46047,"Fall River County, South Dakota",Fall River,South Dakota,89.8,21.49,1.75,-49.19,6.6,103.24
46049,"Faulk County, South Dakota",Faulk,South Dakota,47.2,55,1.12,-55.74,4.34,104.38
46051,"Grant County, South Dakota",Grant,South Dakota,56.8,83.19,1.31,-49.60,4.64,106.22
46053,"Gregory County, South Dakota",Gregory,South Dakota,52.1,57.18,1.57,-44.70,4.75,135.55
46055,"Haakon County, South Dakota",Haakon,South Dakota,60.3,52.96,1.33,-47.32,4.28,105.91
46057,"Hamlin County, South Dakota",Hamlin,South Dakota,58.2,73.02,1.39,-49.63,5.02,113.86
46059,"Hand County, South Dakota",Hand,South Dakota,48.7,58.34,1.11,-54.03,4.34,110.03
46061,"Hanson County, South Dakota",Hanson,South Dakota,33.3,21.57,0.81,-61.96,3.71,108.28
46063,"Harding County, South Dakota",Harding,South Dakota,53.1,29.38,1.13,-59.11,3.67,84.5
46065,"Hughes County, South Dakota",Hughes,South Dakota,57.5,67.82,1.11,-47.49,4.25,102.49
46067,"Hutchinson County, South Dakota",Hutchinson,South Dakota,35.7,22,1.11,-55.06,3.45,103.41
46069,"Hyde County, South Dakota",Hyde,South Dakota,48.1,41.78,1.18,-51.12,4.25,101.52
46071,"Jackson County, South Dakota",Jackson,South Dakota,72.8,63.57,1.63,-45.47,7.39,137.79
46073,"Jerauld County, South Dakota",Jerauld,South Dakota,43.2,32.14,1.13,-51.96,4.24,107.94
46075,"Jones County, South Dakota",Jones,South Dakota,57.7,35.44,1.25,-51.03,3.89,96.35
46077,"Kingsbury County, South Dakota",Kingsbury,South Dakota,48.5,49.83,1.16,-52.11,4.54,114.12
46079,"Lake County, South Dakota",Lake,South Dakota,54.9,61.64,1.02,-53.69,4.46,113.27
46081,"Lawrence County, South Dakota",Lawrence,South Dakota,62.5,26.86,1.18,-57.03,4.29,82.53
46083,"Lincoln County, South Dakota",Lincoln,South Dakota,40.2,45.95,0.98,-54.56,5.35,135.24
46085,"Lyman County, South Dakota",Lyman,South Dakota,59,39.4,1.32,-53.47,5.44,110.17
46087,"McCook County, South Dakota",McCook,South Dakota,54.1,51.34,1.17,-51.18,4.69,123.5
46089,"McPherson County, South Dakota",McPherson,South Dakota,33.7,46.94,1.42,-44.72,3.77,118.64
46091,"Marshall County, South Dakota",Marshall,South Dakota,60.4,88.15,2.03,-39.39,5.75,128.22
46093,"Meade County, South Dakota",Meade,South Dakota,70.4,45.96,1.22,-56.17,4.67,91.43
46095,"Mellette County, South Dakota",Mellette,South Dakota,75.1,42.32,1.65,-51.05,6.81,127.85
46097,"Miner County, South Dakota",Miner,South Dakota,46.1,32.51,1,-60.80,3.69,81.91
46099,"Minnehaha County, South Dakota",Minnehaha,South Dakota,61.9,60.49,1.37,-42.12,6.21,142.85
46101,"Moody County, South Dakota",Moody,South Dakota,42,47.85,1.12,-52.35,4.93,136.54
46102,"Oglala Lakota County, South Dakota",Oglala Lakota,South Dakota,100,30.81,2.44,-52.42,14.9,92.8
46103,"Pennington County, South Dakota",Pennington,South Dakota,49.8,-0.08,1.23,-56.01,5.28,95.88
