fips,location,county,state,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,lat,long,distance_to_nearest_plant,name_of_nearest_plant,name,is_plant
54043,"Lincoln County, West Virginia",Lincoln,West Virginia,93,47.3,1.12,-43.07,5.51,118.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1753,-82.0704,39472.088479967315,Amos Plant,NA,0
54045,"Logan County, West Virginia",Logan,West Virginia,117,31.15,1.25,-42.39,4.63,94.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8315,-81.9353,71939.1693726392,Amos Plant,NA,0
54047,"McDowell County, West Virginia",McDowell,West Virginia,135,15.09,1.59,-47.76,4.72,79.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3785,-81.6536,79424.12687221347,Virginia City Hybrid Energy Center,NA,0
54049,"Marion County, West Virginia",Marion,West Virginia,83.5,79.26,1.28,-38.04,5.24,122.93,2014,119,89,30,0,0,0,0,68,57,38,0,0,0,119,0,39.51,-80.2434,15852.294533403892,Harrison power station,NA,0
54051,"Marshall County, West Virginia",Marshall,West Virginia,75.2,60.32,0.86,-38.39,4.79,96.81,2014,362,215,147,0,0,0,0,82,66,44,0,0,0,362,0,39.8606,-80.6634,13471.452272969094,Mitchell Plant,NA,0
54053,"Mason County, West Virginia",Mason,West Virginia,79.2,65.62,1.05,-37.41,5.3,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7697,-82.0266,18483.760542025168,Kyger Creek Station,NA,0
54055,"Mercer County, West Virginia",Mercer,West Virginia,98.2,44.67,1.17,-45.57,5.09,109.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4055,-81.1114,121641.30805172215,Virginia City Hybrid Energy Center,NA,0
54057,"Mineral County, West Virginia",Mineral,West Virginia,64.5,34.35,1.25,-39.93,6.38,110.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4147,-78.9438,26353.58761369141,AES Warrior Run Generation Plant,NA,0
54059,"Mingo County, West Virginia",Mingo,West Virginia,149,56.46,1.23,-47.82,4.43,91.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7264,-82.1347,87287.64834317012,Amos Plant,NA,0
54061,"Monongalia County, West Virginia",Monongalia,West Virginia,63.4,34.9,0.94,-45.46,5.17,119.13,2014,261,221,40,0,0,0,0,90,54,40,0,0,186,75,0,39.6303,-80.0466,11469.564185537947,Longview Plant,NA,0
54063,"Monroe County, West Virginia",Monroe,West Virginia,76.1,22.17,1.16,-48.60,5.37,92.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5604,-80.5505,148435.70361004895,Belews Creek Steam Station,NA,0
54065,"Morgan County, West Virginia",Morgan,West Virginia,55.9,44.02,1.1,-34.77,5.3,121.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5604,-78.2578,42075.15027193145,AES Warrior Run Generation Plant,NA,0
54067,"Nicholas County, West Virginia",Nicholas,West Virginia,98.8,42.21,1.15,-42.19,6.07,114.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2917,-80.7993,91861.438623749,Amos Plant,NA,0
54069,"Ohio County, West Virginia",Ohio,West Virginia,76.1,81.54,1.02,-33.63,4.98,89.42,2014,258,194,63,1,0,0,0,120,62,42,0,0,183,75,0,40.0969,-80.6189,17495.517635188546,Cardinal Plant,NA,0
54071,"Pendleton County, West Virginia",Pendleton,West Virginia,48.6,40.15,1.05,-45.00,5.5,123.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6807,-79.3509,58190.30244252505,Mount Storm power station,NA,0
54073,"Pleasants County, West Virginia",Pleasants,West Virginia,73.1,74.53,1.01,-38.52,5.64,104.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.371,-81.1606,11652.05181066665,Pleasants power station,NA,0
54075,"Pocahontas County, West Virginia",Pocahontas,West Virginia,81.4,47.31,1.1,-43.24,5.52,110.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3318,-80.0078,116064.33482094295,Mount Storm power station,NA,0
54077,"Preston County, West Virginia",Preston,West Virginia,71.9,32.9,1.13,-40.70,5.81,122.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4693,-79.6682,34802.41460423952,Fort Martin power station,NA,0
54079,"Putnam County, West Virginia",Putnam,West Virginia,70.7,35.52,0.84,-48.89,6.4,117.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5086,-81.909,8294.79131143548,Amos Plant,NA,0
54081,"Raleigh County, West Virginia",Raleigh,West Virginia,99,23.1,1.35,-46.73,5.81,127.02,2014,8,8,0,0,0,0,0,24,24,18,0,0,0,8,0,37.7714,-81.2487,92897.82880112225,Amos Plant,NA,0
54083,"Randolph County, West Virginia",Randolph,West Virginia,87.7,59.81,1.17,-39.74,5.41,118.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7747,-79.8758,70978.12335526479,Mount Storm power station,NA,0
54085,"Ritchie County, West Virginia",Ritchie,West Virginia,82.7,86.4,1.07,-43.52,5.34,104.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1783,-81.063,29049.74347985405,Pleasants power station,NA,0
54087,"Roane County, West Virginia",Roane,West Virginia,90.5,119.66,1.1,-44.14,4.33,97.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.714,-81.3483,49351.784244038114,Amos Plant,NA,0
54089,"Summers County, West Virginia",Summers,West Virginia,82.2,26.27,1.16,-52.04,5.41,98.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6559,-80.8586,124220.68751225038,Amos Plant,NA,0
54091,"Taylor County, West Virginia",Taylor,West Virginia,74.9,56.25,1.16,-41.96,5.22,113.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.336,-80.0462,25353.04291149874,Harrison power station,NA,0
54093,"Tucker County, West Virginia",Tucker,West Virginia,72.8,40.43,1.24,-42.70,6.52,119.5,2014,361,338,23,0,0,0,0,90,49,36,0,0,344,17,0,39.1136,-79.565,27690.588877051057,Mount Storm power station,NA,0
54095,"Tyler County, West Virginia",Tyler,West Virginia,70.1,75.34,0.97,-39.77,5.07,101.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4653,-80.8848,37021.020737964776,Pleasants power station,NA,0
54097,"Upshur County, West Virginia",Upshur,West Virginia,86.2,90.32,1.36,-35.12,5.05,122.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8979,-80.2334,54810.516548700325,Harrison power station,NA,0
54099,"Wayne County, West Virginia",Wayne,West Virginia,83.8,53.19,1.13,-43.14,5.6,138.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1459,-82.427,64008.22843068504,Amos Plant,NA,0
54101,"Webster County, West Virginia",Webster,West Virginia,105,39.23,1.2,-44.30,5.59,106.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4947,-80.4219,99180.80595798448,Harrison power station,NA,0
54103,"Wetzel County, West Virginia",Wetzel,West Virginia,78.3,82.29,1.33,-31.02,5.48,112.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6053,-80.6391,30069.213552130415,Mitchell Plant,NA,0
54105,"Wirt County, West Virginia",Wirt,West Virginia,74.6,71.3,1.05,-41.19,5.35,109.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0224,-81.3787,38961.908432841985,Pleasants power station,NA,0
54107,"Wood County, West Virginia",Wood,West Virginia,74.5,83.67,0.92,-40.23,5.9,105.94,2014,255,200,55,0,0,0,0,100,58,40,0,0,178,77,0,39.2112,-81.515,25659.44495484333,Pleasants power station,NA,0
54109,"Wyoming County, West Virginia",Wyoming,West Virginia,124,29.44,1.62,-33.24,5.64,130.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6096,-81.5492,98921.09233590474,Amos Plant,NA,0
55001,"Adams County, Wisconsin",Adams,Wisconsin,59.1,102.34,0.88,-51.35,5.42,130.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9696,-89.7704,60667.0780892583,Columbia Energy Center,NA,0
55003,"Ashland County, Wisconsin",Ashland,Wisconsin,57.9,44.14,1.06,-55.72,5.63,106.32,2014,354,345,9,0,0,0,0,84,44,32,0,0,337,17,0,46.3149,-90.678,116817.53810947572,Silver Bay Power Plant,NA,0
55005,"Barron County, Wisconsin",Barron,Wisconsin,54.3,56.91,1.3,-46.10,5.97,120.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4237,-91.8483,85033.08102049831,Allen S. King Generating Plant,NA,0
55007,"Bayfield County, Wisconsin",Bayfield,Wisconsin,46.3,24.52,0.99,-58.64,4.66,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5237,-91.2009,84940.24186518342,Silver Bay Power Plant,NA,0
55009,"Brown County, Wisconsin",Brown,Wisconsin,47.3,59.87,0.88,-51.28,5.7,116.18,2014,365,265,98,2,0,0,0,119,64,39,0,0,145,220,0,44.4525,-88.0037,85223.16012171931,Edgewater Generating Station,NA,0
55011,"Buffalo County, Wisconsin",Buffalo,Wisconsin,48.7,42.36,1.44,-55.62,5.67,130.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3798,-91.7545,15041.200966457973,John Madgett Station,NA,0
55013,"Burnett County, Wisconsin",Burnett,Wisconsin,49.5,42.77,1.12,-54.97,4.31,92.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8627,-92.3676,97723.675503708,Allen S. King Generating Plant,NA,0
55015,"Calumet County, Wisconsin",Calumet,Wisconsin,58.3,99.05,1.19,-42.93,6.7,143.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0816,-88.2181,57811.1322172835,Edgewater Generating Station,NA,0
55017,"Chippewa County, Wisconsin",Chippewa,Wisconsin,55.6,49.12,1.22,-53.84,6.57,117.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0694,-91.2799,98610.79118018052,John Madgett Station,NA,0
55019,"Clark County, Wisconsin",Clark,Wisconsin,51.6,86.7,0.99,-53.83,5,116.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7347,-90.6121,77329.78378617209,Weston Power Plant,NA,0
55021,"Columbia County, Wisconsin",Columbia,Wisconsin,58.8,75.61,0.97,-52.54,5.08,108.54,2014,203,176,25,2,0,0,0,112,54,40,0,0,203,0,0,43.4666,-89.3337,7368.926351557179,Columbia Energy Center,NA,0
55023,"Crawford County, Wisconsin",Crawford,Wisconsin,61.3,57.35,1.18,-48.44,5.08,93.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2395,-90.931,21935.2860916323,Lansing power station,NA,0
55025,"Dane County, Wisconsin",Dane,Wisconsin,42.9,20.44,1.03,-51.63,6.94,151.83,2014,365,259,104,2,0,0,0,112,64,41,0,0,150,213,2,43.0673,-89.4181,46517.30058368256,Columbia Energy Center,NA,0
55027,"Dodge County, Wisconsin",Dodge,Wisconsin,47.4,74.74,1,-42.83,5.25,134.19,2014,365,280,80,5,0,0,0,108,61,40,0,0,247,117,1,43.4163,-88.7075,58252.18645495616,Columbia Energy Center,NA,0
55029,"Door County, Wisconsin",Door,Wisconsin,43.4,40.98,0.71,-60.54,5.13,85.04,2014,189,163,24,2,0,0,0,133,67,37,0,0,189,0,0,44.9473,-87.3135,140336.289343202,Edgewater Generating Station,NA,0
55031,"Douglas County, Wisconsin",Douglas,Wisconsin,65.6,94.22,1.27,-45.48,5.46,115.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4329,-91.9162,107282.55483249263,Silver Bay Power Plant,NA,0
55033,"Dunn County, Wisconsin",Dunn,Wisconsin,39.5,31.23,1.1,-55.30,5.89,127.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9466,-91.8964,70235.34350759341,Allen S. King Generating Plant,NA,0
55035,"Eau Claire County, Wisconsin",Eau Claire,Wisconsin,54.3,28.37,1.27,-56.05,6.9,129.31,2014,354,308,46,0,0,0,0,93,52,35,0,0,205,149,0,44.7268,-91.286,68350.61022266178,John Madgett Station,NA,0
55037,"Florence County, Wisconsin",Florence,Wisconsin,50.1,24.37,0.95,-63.13,6.04,82.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8485,-88.3981,147478.49649619203,Weston Power Plant,NA,0
55039,"Fond du Lac County, Wisconsin",Fond du Lac,Wisconsin,46.2,67.5,1.08,-45.49,5.32,125.62,2014,194,165,27,2,0,0,0,105,58,40,0,0,194,0,0,43.7536,-88.4883,63169.40500136242,Edgewater Generating Station,NA,0
55041,"Forest County, Wisconsin",Forest,Wisconsin,52.7,29.16,0.86,-64.18,5.77,96.1,2014,364,333,31,0,0,0,0,87,49,35,0,4,294,66,0,45.6673,-88.7704,113413.3266960021,Weston Power Plant,NA,0
55043,"Grant County, Wisconsin",Grant,Wisconsin,52.7,42.18,1.05,-47.41,5.45,94.17,2014,361,293,67,1,0,0,0,109,57,30,0,0,0,361,0,42.8675,-90.7062,64197.00590470471,Lansing power station,NA,0
55045,"Green County, Wisconsin",Green,Wisconsin,47.9,23.98,1.19,-47.48,5.11,96.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.68,-89.6022,90752.29696003928,Columbia Energy Center,NA,0
55047,"Green Lake County, Wisconsin",Green Lake,Wisconsin,50.7,63.41,0.92,-52.02,4.81,108.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8004,-89.0449,46260.74514554302,Columbia Energy Center,NA,0
55049,"Iowa County, Wisconsin",Iowa,Wisconsin,42.8,12.51,1.09,-52.33,4.24,88.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0005,-90.1354,79232.24430046018,Columbia Energy Center,NA,0
55051,"Iron County, Wisconsin",Iron,Wisconsin,45.1,29.14,0.95,-61.32,5.12,93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2623,-90.242,137898.74586717662,Silver Bay Power Plant,NA,0
55053,"Jackson County, Wisconsin",Jackson,Wisconsin,61.1,61.64,1.05,-55.99,6.23,125.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3192,-90.8053,88287.08079253414,John Madgett Station,NA,0
55055,"Jefferson County, Wisconsin",Jefferson,Wisconsin,42.9,39.88,1.03,-41.98,5.12,115.31,2014,195,161,30,4,0,0,0,126,64,42,0,0,195,0,0,43.0208,-88.7759,73576.54162988938,Columbia Energy Center,NA,0
55057,"Juneau County, Wisconsin",Juneau,Wisconsin,59.1,80.29,1.04,-55.27,5.37,117.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9246,-90.1138,74126.5825233072,Columbia Energy Center,NA,0
55059,"Kenosha County, Wisconsin",Kenosha,Wisconsin,70.2,91.07,1.26,-29.31,6.16,140.6,2014,363,223,130,10,0,0,0,136,73,44,0,0,181,182,0,42.5769,-88.0424,34588.51503440579,South Oak Creek Plant,NA,0
55061,"Kewaunee County, Wisconsin",Kewaunee,Wisconsin,42,31.58,0.82,-60.53,4.93,81.95,2014,202,176,25,1,0,0,0,129,54,39,0,0,202,0,0,44.5161,-87.6153,89180.15446405114,Edgewater Generating Station,NA,0
55063,"La Crosse County, Wisconsin",La Crosse,Wisconsin,52.3,31.54,0.96,-57.48,5.97,121.73,2014,358,310,48,0,0,0,0,98,55,37,0,0,197,161,0,43.9066,-91.1152,63425.47549058263,Lansing power station,NA,0
55065,"Lafayette County, Wisconsin",Lafayette,Wisconsin,39.8,19.46,1,-54.38,4.1,79.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6605,-90.1317,93477.51172628504,Archer Daniels Midland Clinton Power Plant,NA,0
55067,"Langlade County, Wisconsin",Langlade,Wisconsin,53.9,73.02,0.93,-53.52,5.21,118.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2623,-89.0719,64000.04774682614,Weston Power Plant,NA,0
55069,"Lincoln County, Wisconsin",Lincoln,Wisconsin,46.7,39.65,1.07,-50.99,4.8,102.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3374,-89.7346,53718.34249138951,Weston Power Plant,NA,0
55071,"Manitowoc County, Wisconsin",Manitowoc,Wisconsin,46,74.19,0.89,-45.93,4.69,97.87,2014,201,180,20,1,0,0,0,119,51,38,0,0,201,0,0,44.1199,-87.8097,45627.8556663795,Edgewater Generating Station,NA,0
55073,"Marathon County, Wisconsin",Marathon,Wisconsin,48.4,57.64,0.73,-50.79,5.06,129.02,2014,194,179,14,1,0,0,0,101,49,38,0,0,194,0,0,44.8983,-89.7591,9714.064753554512,Weston Power Plant,NA,0
55075,"Marinette County, Wisconsin",Marinette,Wisconsin,54.6,47.97,0.83,-60.82,4.65,72.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3833,-88.0337,139954.02537319472,Weston Power Plant,NA,0
55077,"Marquette County, Wisconsin",Marquette,Wisconsin,62.7,77.86,1.05,-50.55,5.45,109.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8196,-89.3987,37107.61515176566,Columbia Energy Center,NA,0
55078,"Menominee County, Wisconsin",Menominee,Wisconsin,93.6,90.35,1.39,-54.46,11.7,86.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0044,-88.71,75987.8374751108,Weston Power Plant,NA,0
55079,"Milwaukee County, Wisconsin",Milwaukee,Wisconsin,53.4,57.85,1.4,-25.22,7.18,157.82,2014,365,234,126,5,0,0,0,129,71,44,0,18,145,200,2,43.0072,-87.9669,21113.287471810876,South Oak Creek Plant,NA,0
55081,"Monroe County, Wisconsin",Monroe,Wisconsin,65.1,57.61,1.26,-53.19,6.22,121.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9458,-90.6178,80828.50503770245,Lansing power station,NA,0
55083,"Oconto County, Wisconsin",Oconto,Wisconsin,50.8,59.83,0.74,-60.76,4.98,92.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0264,-88.2697,110555.890818845,Weston Power Plant,NA,0
55085,"Oneida County, Wisconsin",Oneida,Wisconsin,49.6,37.35,0.86,-56.56,5.13,101.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7055,-89.5218,94754.2073389608,Weston Power Plant,NA,0
55087,"Outagamie County, Wisconsin",Outagamie,Wisconsin,46.6,57.06,1.09,-46.07,5.92,129.72,2014,365,257,105,3,0,0,0,111,63,41,0,0,149,216,0,44.4161,-88.4649,98722.63544388003,Edgewater Generating Station,NA,0
55089,"Ozaukee County, Wisconsin",Ozaukee,Wisconsin,39,35.44,0.68,-50.73,5.68,110.93,2014,358,290,62,6,0,0,0,119,62,37,0,0,187,171,0,43.384,-87.9509,41879.753445660106,Edgewater Generating Station,NA,0
55091,"Pepin County, Wisconsin",Pepin,Wisconsin,41.1,13.57,1.54,-57.52,5.14,104.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5829,-92.0015,31697.725602501232,John Madgett Station,NA,0
55093,"Pierce County, Wisconsin",Pierce,Wisconsin,38.6,7,1.06,-57.44,5.04,102.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7194,-92.4224,44754.43211015607,Allen S. King Generating Plant,NA,0
55095,"Polk County, Wisconsin",Polk,Wisconsin,46.8,42.96,1.17,-52.62,5.15,108.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4614,-92.4414,54539.22955843183,Allen S. King Generating Plant,NA,0
55097,"Portage County, Wisconsin",Portage,Wisconsin,42.7,47.62,0.68,-56.61,5.41,103.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.476,-89.5014,44031.8781829928,Weston Power Plant,NA,0
55099,"Price County, Wisconsin",Price,Wisconsin,50.2,36.31,1.02,-56.10,4.67,90.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6804,-90.3614,107116.25029289116,Weston Power Plant,NA,0
55101,"Racine County, Wisconsin",Racine,Wisconsin,54.9,62.45,1.51,-24.23,7.13,140.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7475,-88.0613,21860.369983556284,South Oak Creek Plant,NA,0
55103,"Richland County, Wisconsin",Richland,Wisconsin,47.7,35.47,1.14,-49.96,5.29,102.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3756,-90.4295,59866.74467438102,Lansing power station,NA,0
55105,"Rock County, Wisconsin",Rock,Wisconsin,65.6,63.28,1.54,-31.22,7.3,143.88,2014,195,162,28,5,0,0,0,119,61,40,0,0,195,0,0,42.6712,-89.0716,94881.14091132606,Columbia Energy Center,NA,0
55107,"Rusk County, Wisconsin",Rusk,Wisconsin,58.1,79.22,1.24,-49.58,5.59,123.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4751,-91.1332,135277.41072060727,Weston Power Plant,NA,0
55109,"Saint Croix County, Wisconsin",St. Croix,Wisconsin,49.7,40.39,1.05,-54.14,4.77,100.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.034,-92.4526,25703.672550901945,Allen S. King Generating Plant,NA,0
55111,"Sauk County, Wisconsin",Sauk,Wisconsin,50.1,63.97,0.95,-50.15,5.4,128,2014,365,306,56,3,0,0,0,115,54,36,0,0,169,193,3,43.4267,-89.9482,43190.89910099655,Columbia Energy Center,NA,0
55113,"Sawyer County, Wisconsin",Sawyer,Wisconsin,60.1,59.32,1.19,-51.82,6.01,120.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.88,-91.1445,156621.87469838656,Silver Bay Power Plant,NA,0
55115,"Shawano County, Wisconsin",Shawano,Wisconsin,55.6,95.7,1.15,-47.78,4.59,112.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7891,-88.7654,70391.17210370913,Weston Power Plant,NA,0
55117,"Sheboygan County, Wisconsin",Sheboygan,Wisconsin,45.4,49.2,0.97,-52.13,5.52,106.63,2014,201,161,35,5,0,0,0,129,71,41,0,0,201,0,0,43.7212,-87.9454,19308.47721404948,Edgewater Generating Station,NA,0
55119,"Taylor County, Wisconsin",Taylor,Wisconsin,45.1,52.89,0.85,-56.52,5,99.24,2014,365,322,43,0,0,0,0,93,53,36,0,0,276,89,0,45.2116,-90.5012,77738.22181836858,Weston Power Plant,NA,0
55121,"Trempealeau County, Wisconsin",Trempealeau,Wisconsin,52.9,49.97,1.2,-54.51,5.87,130.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.304,-91.3585,44142.56953462516,John Madgett Station,NA,0
55123,"Vernon County, Wisconsin",Vernon,Wisconsin,44.1,28.98,1.02,-54.34,5.99,120.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5939,-90.8344,39184.517098633885,Lansing power station,NA,0
55125,"Vilas County, Wisconsin",Vilas,Wisconsin,40.4,13.98,0.78,-62.42,5.35,94.9,2014,208,190,17,1,0,0,0,112,48,35,0,0,180,28,0,46.0529,-89.5148,133251.8421561888,Weston Power Plant,NA,0
55127,"Walworth County, Wisconsin",Walworth,Wisconsin,60,95.99,1.45,-30.05,5.64,137.57,2014,193,159,30,4,0,0,0,140,61,40,0,0,193,0,0,42.6685,-88.5419,61524.88953611324,South Oak Creek Plant,NA,0
55129,"Washburn County, Wisconsin",Washburn,Wisconsin,53.2,56.58,1.16,-50.89,5.12,112.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8992,-91.7912,123470.68046828422,Allen S. King Generating Plant,NA,0
55131,"Washington County, Wisconsin",Washington,Wisconsin,43.1,60.94,0.78,-45.57,5.68,128.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3685,-88.2307,57367.112764875645,Edgewater Generating Station,NA,0
55133,"Waukesha County, Wisconsin",Waukesha,Wisconsin,43.5,44.86,0.72,-45.91,5.68,132.44,2014,356,258,95,3,0,0,0,112,64,41,0,0,120,235,1,43.0182,-88.3045,43204.47812108375,South Oak Creek Plant,NA,0
55135,"Waupaca County, Wisconsin",Waupaca,Wisconsin,66,74.93,1.09,-53.73,5.55,108.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4705,-88.9648,69327.43642482735,Weston Power Plant,NA,0
55137,"Waushara County, Wisconsin",Waushara,Wisconsin,44.7,43.42,0.81,-55.99,5.01,105.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1131,-89.2429,71131.53254501156,Columbia Energy Center,NA,0
55139,"Winnebago County, Wisconsin",Winnebago,Wisconsin,53.5,74.28,1.03,-46.67,6.47,133.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0689,-88.6446,84999.99322914846,Edgewater Generating Station,NA,0
